LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal
LRP078a,77.081,Culvert,Box Culvert,24.9037222,91.0323327
LRP078b,77.345,Culvert,Box Culvert,24.9045278,91.0348052
LRP078c,77.523,Culvert,Box Culvert,24.8718327,91.0364163
LRP078d,77.724,Culvert,Box Culvert,24.9061111,91.0381386
LRP079,77.797,Km Post,Km post missing,24.9064444,91.0388886
LRP079a,77.901,Culvert,Box Culvert,24.9068889,91.0397497
LRP079b,78.395,Culvert,Box Culvert,24.9102778,91.0428608
LRP080,78.811,Km Post,Joyasree 7 km,24.9133056,91.0452774
LRP080a,79.055,Bridge,Bridge start,24.9150556,91.0466663
LRP080b,79.122,Bridge,Bridge end,24.9155,91.0470274
LRP081,79.816,Km Post,Info missing,24.9205271,91.0510556
LRP081a,79.876,Culvert,Box Culvert,24.920916,91.0513889
LRP081b,80.125,Culvert,Box Culvert,24.9218327,91.0535556
LRP081c,80.461,Others,End Of Bituminous road,24.9223604,91.0566667
LRP081d,80.747,Bridge,Bridge start,24.9228604,91.0593889
LRP082,80.816,Km Post,Km post missing,24.9231104,91.06
LRP082a,80.85,Bridge,Bridge end,24.9232216,91.0603056
LRP083,81.816,Km Post,Km post missing,24.9281104,91.0679716
LRP083a,81.939,Others,End of HBB road,24.9287493,91.0689438
LRP083b,82.246,Others,End of Rigid pavement,24.930666,91.0709993
LRP083c,82.364,Bridge,Bridge start,24.9313882,91.0717771
LRP083d,82.426,Bridge,Bridge end,24.9317493,91.072166
LRP084,82.816,Km Post,Km post missing,24.9347774,91.0738049
LRP084a,82.902,Bridge,Bridge start,24.9354441,91.0741382
LRP084b,83.005,Bridge,Bridge end,24.9363608,91.0741382
LRP085,83.816,Km Post,Km post missing,24.9426941,91.0777493
LRP086,84.816,Km Post,Km post missing,24.9520556,91.0796382
LRP086a,85.491,Bridge,Bridge start,24.9558333,91.0839441
LRP086b,85.592,Bridge,Bridge end,24.9560556,91.0841386
LRP086c,85.854,Others,The road discontinued,24.958,91.0862219
LRP112,110.816,Km Post,Assessment not done,0.0,0.0
LRP112a,111.474,Others,The road starts again,25.0038889,91.2384441
LRP113,111.816,Km Post,Km post missing,25.00225,91.2401941
LRP113a,112.182,Culvert,Box Culvert,25.00975,91.2403608
LRP113b,112.514,Bridge,Baily Bridge start,25.0130278,91.2419163
LRP113c,112.614,Bridge,Baily Bridge end,25.0131944,91.2423052
LRP114,112.816,Km Post,Km post missing,25.0149167,91.2428886
LRP115,113.816,Km Post,Km post missing,25.0218049,91.2488608
LRP115a,114.614,Culvert,Box Culvert,25.0244716,91.2512222
LRP116,114.816,Km Post,Km post missing,25.0265271,91.2556944
LRP116a,114.97,Bridge,Bridge under construction,25.0267771,91.2571111
LRP116b,115.11,Bridge,Bridge under construction,25.0269438,91.2586667
LRP116c,115.801,Bridge,Baily Bridge start,25.0319438,91.2590556
LRP117,115.816,Km Post,Km post missing,25.0320827,91.2589722
LRP117a,115.832,Bridge,Baily Bridge end,25.0321938,91.2589722
LRP118,116.816,Km Post,Km post missing,25.0348886,91.2670827
LRP118a,117.06,Bridge,Baily Bridge start,25.0361663,91.2690827
LRP118b,117.08,Bridge,Baily Bridge end,25.0363052,91.269166
LRP118c,117.704,Culvert,Box Culvert,25.0396663,91.2733049
LRP119,117.816,Km Post,Km post missing,25.0404719,91.2741104
LRP119a,118.38,"Side Road, Left","Z2806, Niamatpur- Tahirpur road",25.0418608,91.2787493
LRP119b,118.663,Bridge,Bridge start,25.0407497,91.2809716
LRP119c,118.768,Bridge,Bridge end,25.0403608,91.2817771
LRP119d,118.772,Culvert,Box Culvert,25.0403608,91.2817771
LRP120,118.816,Km Post,Km post missing,25.0401108,91.2823604
LRP120a,119.54,Culvert,Box Culvert,25.0404441,91.2892219
LRP121,119.816,Km Post,Km post missing,25.0417219,91.2912497
LRP121a,120.182,Bridge,Bridge start,25.041333,91.2948608
LRP121b,120.205,Bridge,Bridge end,25.0412774,91.2951386
LRP122,120.816,Km Post,Km post missing,25.0427497,91.3008333
LRP123,121.816,Km Post,Km post missing,25.042583,91.3095833
LRP123a,121.862,Bridge,Bridge start,25.0424997,91.3100278
LRP123b,121.903,Bridge,Bridge end,25.0424163,91.3103889
LRP123c,122.262,Bridge,Bridge start,25.0414997,91.3137222
LRP123d,122.305,Bridge,Bridge end,25.0414441,91.3140278
LRP123e,122.662,Bridge,Bridge start,25.0404441,91.3173327
LRP123f,122.7,Bridge,Bridge end,25.040333,91.3175549
LRP124,122.816,Km Post,Km post missing,25.0399441,91.3186938
LRP124a,123.312,Bridge,Bridge start,25.0390552,91.3230827
LRP124b,123.348,Bridge,Bridge end,25.039083,91.3235827
LRP125,123.816,Km Post,Km post missing,25.0380552,91.3280549
LRP125a,124.484,Culvert,Box Culvert,25.0372219,91.334333
LRP125b,124.726,Culvert,Box Culvert,25.0368608,91.336583
LRP126,124.816,Km Post,Km post missing,25.0366108,91.3375552
LRP126a,125.043,Bridge,RCC Bridge start,25.0363886,91.3396663
LRP126b,125.061,Bridge,RCC Bridge end,25.0363608,91.339833
LRP127,125.816,Km Post,Km post missing,25.0349719,91.3472219
LRP127a,126.278,Culvert,Box Culvert,25.0334441,91.3511944
LRP128,126.816,Km Post,Km post missing,25.0318604,91.3562222
LRP128a,127.247,Others,River start,25.0302771,91.35975
LRP128b,127.689,Others,River end,25.0283604,91.3625
LRP129,127.816,Km Post,Km post missing,25.0286938,91.3638333
LRP129a,128.723,Culvert,Box Culvert,25.0329438,91.3713327
LRP130,128.816,Km Post,Km post missing,25.0335274,91.3721382
LRP130a,129.363,Bridge,Bridge start,25.0372497,91.375166
LRP130b,129.382,Bridge,Bridge end,25.0373608,91.3751938
LRP131,129.816,Km Post,Km post missing,25.0404997,91.3778327
LRP132,130.816,Km Post,Km post missing,25.0397219,91.3864441
LRPE,131.0,Others,"End of the road intersecting R280 at Islampur, Sunamganj",25.0399441,91.3874997
,,,,,
,,,,,
LRPS,0.0,Others,Road start at Raghurampur from R370 Mymensingh-Sunamganj road,24.7652222,90.4516389
LRP001,1.0,Km Post,Km post missing,24.7717771,90.446583
LRP002,1.265,Km Post,Sherpur 61 km,24.7740549,90.4458608
LRP003,2.265,Km Post,Sherpur 60 km,24.7828049,90.4448886
LRP004,3.265,Km Post,Sherpur 59 km,24.7916941,90.4437774
LRP004a,3.573,Culvert,Box culvert,24.7943608,90.4431941
LRP005,4.265,Km Post,Sherpur 58 km,24.8005833,90.4427774
LRP006,5.265,Km Post,Sherpur 57 km,24.8093056,90.4430552
LRP006a,5.863,Culvert,Box Culvert,24.814,90.4404163
LRP007,6.265,Km Post,Km post missing,24.8169716,90.4381663
LRP007a,6.642,Culvert,Box culvert,24.8203604,90.4353052
LRP007b,7.019,Culvert,Box Culvert,24.8222493,90.4336108
LRP008,7.175,Km Post,Sherpur 55 km,24.8245271,90.4328604
LRP008a,7.672,Bridge,Bridge start,24.8279716,90.4328604
LRP008b,7.686,Bridge,Bridge End,24.8280271,90.4327771
LRP009,8.275,Km Post,Sherpur 54 km,24.8331104,90.4311104
LRP010,9.275,Km Post,Km post missing,24.8414997,90.4279438
LRP011,10.275,Km Post,Km post missing,24.8504167,90.4269716
LRP011a,10.774,Culvert,Box Culvert,24.8548611,90.4264993
LRP011b,11.037,Bridge,Bridge start,24.8571667,90.4261382
LRP011c,11.077,Bridge,Bridge End,24.8575278,90.4260827
LRP012,11.275,Km Post,Km post broken,24.8594167,90.4258604
LRP013,12.275,Km Post,Info missing,24.8675549,90.4237771
LRP013a,12.34,Culvert,Box Culvert,24.8692216,90.4213327
LRP013b,13.085,Bridge,Bridge start,24.8727771,90.4184993
LRP013c,13.104,Bridge,Bridge end,24.8729438,90.418416
LRP014,13.275,Km Post,Sherpur 49 km,24.8742216,90.4175827
LRP014a,14.219,Bridge,Bridge Start,24.8800271,90.4108611
LRP014b,14.232,Bridge,Bridge End,24.8801104,90.4107778
LRP015,14.275,Km Post,Sherpur 48 km,24.880416,90.4103611
LRP016,15.275,Km Post,Sherpur 47 km,24.8864441,90.4029722
LRP016a,15.501,Culvert,Box Culvert,24.8878052,90.4013056
LRP016b,16.105,Bridge,Bridge Start,24.8919719,90.3976108
LRP016c,16.139,Bridge,Bridge End,24.8922497,90.3974441
LRP017,16.275,Km Post,Sherpur 46 km,24.8933886,90.3967497
LRP017a,16.686,Culvert,Box Culvert,24.8967219,90.395083
LRP018,17.275,Km Post,Sherpur 45 km,24.9018333,90.3934441
LRP018a,17.809,Culvert,Box Culvert,24.9062222,90.3913886
LRP018b,18.134,Bridge,Bridge Start,24.9075,90.3886386
LRP018c,18.148,Bridge,Bridge End,24.9075278,90.3885274
LRP019,18.285,Km Post,Sherpur 44 km,24.9078611,90.3871941
LRP020,19.285,Km Post,Km post missing,24.9138889,90.380166
LRP020a,19.34,Culvert,Box Culvert,24.9143056,90.3798882
LRP020b,19.647,Culvert,Box Culvert,24.9166111,90.3782493
LRP020c,19.821,Culvert,Box culvert,24.9179438,90.3772771
LRP021,20.285,Km Post,Km post missing,24.9215827,90.3746938
LRP021a,20.484,Culvert,Box Culvert,24.9231382,90.3737771
LRP021b,20.799,Culvert,Box Culvert,24.9257493,90.372666
LRP022,21.285,Km Post,Sherpur 41 km,24.9298882,90.3716382
LRP023,22.285,Km Post,Sherpur 40 km,24.9388052,90.3712493
LRP023a,22.777,Culvert,Box Culvert,24.9424719,90.3770271
LRP024,23.26,Km Post,Km post broken,24.946083,90.3658889
LRP024a,23.89,Bridge,Bridge Start,24.9501111,90.3615833
LRP024b,23.962,Bridge,Bridge End,24.9505556,90.3611111
LRP025,24.26,Km Post,Km post missing,24.9526389,90.3590833
LRP025a,24.275,Monument,Monument,24.9526667,90.359
LRP025b,24.276,"Side Road, Right",Road to Haluaghat Z3711,24.9527778,90.3588889
LRP026,25.26,Km Post,Km post missing,24.9528333,90.3494163
LRP027,25.77,Km Post,Sherpur 37 km,24.9532778,90.3443886
LRP027a,26.315,Culvert,Box Culvert,24.9526944,90.3390274
LRP028,26.784,Km Post,Sherpur 36 km,24.9521111,90.3346108
LRP028a,26.884,Culvert,Box Culvert,24.9520278,90.3338052
LRP028b,27.102,Culvert,Box Culvert,24.9524167,90.3315827
LRP028c,27.718,Culvert,Box Culvert,24.9535833,90.3258049
LRP029,27.77,Km Post,Sherpur 35 km,24.9537778,90.3248327
LRP029a,28.224,Culvert,Box Culvert,24.9545556,90.3208327
LRP029b,28.56,Culvert,Box Culvert,24.9546389,90.3173327
LRP030,28.782,Km Post,Sherpur 34 km,24.9548056,90.3150833
LRP030a,28.98,Culvert,Box Culvert,24.9561944,90.3091389
LRP030b,29.136,Culvert,Box Culvert,24.9556389,90.3115833
LRP031,29.77,Km Post,Sherpur 33 km,24.9569722,90.3054722
LRP031a,30.144,Culvert,Pipe Culvert,24.9576944,90.3019167
LRP031b,30.441,Culvert,Box Culvert,24.9576944,90.2993052
LRP032,30.78,Km Post,Sherpur 32 km,24.9579722,90.2956663
LRP032a,31.24,Culvert,Box Culvert,24.95875,90.2915274
LRP032b,31.645,Culvert,Box Culvert,24.9562778,90.2881108
LRP033,31.77,Km Post,Sherpur 31 km,24.9555833,90.2871663
LRP033a,32.562,Culvert,Box Culvert,24.9526944,90.2804716
LRP034,32.77,Km Post,Sherpur 30 km,24.9529444,90.2783604
LRP034a,32.968,Culvert,Box Culvert,24.9540278,90.2768604
LRP035,33.77,Km Post,Sherpur 29 km,24.9545278,90.2692216
LRP035a,34.57,Culvert,Box Culvert,24.95525,90.2615556
LRP036,34.765,Km Post,Sherpur 28 km/ Start of Sherpur road Division,24.6227493,90.2598611
LRP036,34.765,Km Post,Sherpur 28 km/ Start of Sherpur road Division,24.6227493,90.2598611
LRP036a,34.904,Culvert,Box Culvert,24.95675,90.25875
LRP036b,35.084,Culvert,Box Culvert,24.95775,90.2573611
LRP037,35.785,Km Post,Sherpur 27 km,24.9611944,90.2515833
LRP037a,36.064,Culvert,Box Culvert,24.9627778,90.2466663
LRP038,36.785,Km Post,Sherpur 26 km,24.9648056,90.242833
LRP038a,37.179,Culvert,Box culvert,24.96625,90.2393052
LRP039,37.785,Km Post,Sherpur 25 km,24.9678049,90.2335274
LRP039a,38.201,Culvert,Box Culvert,24.9691382,90.2297216
LRP040,38.77,Km Post,Sherpur 24 km,24.9689716,90.2248882
LRP040a,39.42,Culvert,Box Culvert,24.9669993,90.2218049
LRP040b,39.77,Culvert,Box Culvert,24.9652222,90.219166
LRP041,39.842,Km Post,Sherpur 23 km,24.9650278,90.2165
LRP042,40.77,Km Post,Sherpur 22 km,24.9628333,90.2068889
LRP042a,41.044,Culvert,Box Culvert,24.9621944,90.2042778
LRP042b,41.408,Culvert,Box Culvert,24.9616389,90.1981108
LRP043,41.77,Km Post,Sherpur 21 km,24.96175,90.1971663
LRP043a,42.02,Culvert,Box Culvert,24.9503056,90.1940274
LRP044,42.77,Km Post,Sherpur 20 km,24.9661667,90.1888608
LRP045,43.77,Km Post,Sherpur 19 km,24.967416,90.1792493
LRP045a,44.33,"Side Road, Right",Road to Shibbari (Z4609),24.9718049,90.1786104
LRP045b,44.558,Bridge,Bridge Start,24.9720271,90.1763604
LRP045c,44.602,Bridge,Bridge end,24.9720549,90.1759438
LRP046,44.77,Km Post,Sherpur 18 km,24.9722771,90.1741938
LRP047,45.77,Km Post,Sherpur 17 km,24.9728882,90.1644722
LRP048,46.77,Km Post,Sherpur 16 km,24.9730827,90.1545
LRP049,47.77,Km Post,Sherpur 15 km,24.9753882,90.145083
LRP049a,48.35,Culvert,Box Culvert,24.9779438,90.1382774
LRP049b,48.76,Culvert,Box Culvert,24.9801104,90.1352774
LRP050,48.77,Km Post,Sherpur 14 km,24.9799438,90.1362219
LRP050a,49.44,Culvert,Box Culvert,24.980916,90.1288604
LRP051,49.77,Km Post,Sherpur 13 km,24.981666,90.1268327
LRP052,50.77,Km Post,Sherpur 12 km,24.9864997,90.1185549
LRP053,51.77,Km Post,Sherpur 11 km,24.987583,90.1087778
LRP053a,52.595,Culvert,Box Culvert,24.9869997,90.1007222
LRP054,52.78,Km Post,Sherpur 10 km,24.9868886,90.0989441
LRP054a,52.82,Culvert,Box Culvert,24.9867219,90.0977774
LRP054b,53.047,Culvert,Box Culvert,24.9862497,90.0964163
LRP055,53.78,Km Post,Sherpur 9 km,24.9846108,90.0893608
LRP056,54.78,Km Post,Sherpur 8 km,24.984333,90.0794716
LRP056a,54.922,Culvert,Box Culvert,24.9841941,90.0781104
LRP057,55.78,Km Post,Sherpur 7 km,24.9842497,90.0696104
LRP058,56.78,Km Post,Sherpur 6 km,24.9856941,90.0598333
LRP058a,57.423,Culvert,Box Culvert,24.9863052,90.0535278
LRP059,57.78,Km Post,Sherpur 5 km,24.9871941,90.0501389
LRP059a,58.544,Culvert,Box Culvert,24.9878052,90.042583
LRP060,58.78,Km Post,Sherpur 4 km,24.9876108,90.0403608
LRP060a,59.12,"Side Road, Right","Z 4617,Astamitala Bypass road",24.9895552,90.0394441
LRP061,59.78,Km Post,Sherpur 3 km,24.9919163,90.0335552
LRP061a,59.861,Culvert,Box Culvert,24.9925274,90.0332216
LRP062,60.79,Km Post,Sherpur 2 km,24.9992219,90.0278049
LRP063,61.79,Km Post,Sherpur 1 km,25.0067222,90.0228882
LRP063a,62.268,Culvert,Box culvert,25.0099167,90.0200549
LRP064,62.8,Km Post,Sherpur 0 km,25.0139444,90.0172771
LRP065,63.8,Km Post,Km post missing,25.0203327,90.0141111
LRP065a,64.745,Culvert,Box Culvert,25.0286938,90.0148333
LRP066,64.8,Km Post,Km post missing,25.0293049,90.0149722
LRPE,65.17,Others,Road end at Sherpur(Khararpar) Intersecting R460,25.0324716,90.0153056
,,,,,
,,,,,
LRPS,0.0,Others,Road starts from R370 at Shambuganj,24.7611111,90.437083
LRP001,1.0,Km Post,Km post missing,24.7614167,90.4248327
LRPE,1.92,Others,The road ends at old Ferryghat,24.7596667,90.4202493
,,,,,
,,,,,
LRPS,0.0,Others,Start of Road from N405 at Mulibari Rail gate Saidabad more Sirajganj.,24.3926941,89.7063889
LRPSa,0.02,Rail Road Crossing,Rail road crossing,24.3928886,89.7063333
LRP001,0.03,Km Post,Sirajganj 7 km,24.3929441,89.7063333
LRP002,0.884,Km Post,Bogra 80 km,24.4003889,89.7070278
LRP002a,0.93,Bridge,Start of Bridge,24.4007778,89.7071944
LRP002b,0.942,Culvert,End of Bridge,24.4008889,89.70725
LRP002c,1.592,Culvert,Box Culvert,24.4062222,89.7093611
LRP003,1.94,Km Post,Sirajganj 5 km,24.409,89.7103333
LRP004,2.94,Km Post,Km post missing,24.4171104,89.7143056
LRP005,3.94,Km Post,Km post missing,24.4255549,89.7138889
LRP006,5.12,Km Post,Info missing,24.4346941,89.71175
LRP007,6.12,Km Post,Bogra 75 km,24.4433052,89.7130833
LRP007a,6.89,"Side Road, Left",R450 Link,24.4494719,89.7143333
LRP008,7.12,Km Post,Km post missing,24.4518333,89.7157222
LRP009,8.12,Km Post,Km post missing,24.4599722,89.7192493
LRP009a,8.19,"Side Road, Left",R451,24.4580556,89.718166
LRPE,8.99,Others,End at Old Zail Khana more Sirajganj,24.4491663,89.7196104
,,,,,
,,,,,
LRPS,0.0,Others,Start from N 405 at Nalka more Sirajganj.,24.422916,89.5963886
LRPSa,0.118,Culvert,Box Culvert,24.4237216,89.5971663
LRPSb,0.91,Bridge,Baily Bridge start,24.429666,89.6012222
LRPSc,0.96,Bridge,Baily Bridge end,24.4300827,89.6016389
LRP001,1.0,Km Post,Km post missing,24.4302771,89.6019444
LRP002,2.0,Km Post,Km post missing,24.4349997,89.6102778
LRP002a,2.586,Culvert,2 vevt Box Culvert,24.438333,89.615
LRP003,3.0,Km Post,Km post missing,24.4411108,89.6172771
LRP003a,3.82,Culvert,Box Culvert,24.4454719,89.6230549
LRP004,4.0,Km Post,Km post missing,24.445833,89.6255549
LRP004a,4.829,Culvert,2 vent Box Culvert,24.4469441,89.6324993
LRP005,5.0,Km Post,Km post missing,24.4472219,89.6355552
LRP005a,5.903,Monument,Durjoy Bangla,24.448333,89.643333
LRP006,6.0,Km Post,Km post missing,24.4486108,89.6452774
LRP006a,6.585,Bridge,Bridge start,24.448333,89.65
LRP006b,6.645,Bridge,Bridge end,24.448333,89.6505556
LRP007,7.0,Km Post,Km post missing,24.448333,89.6552778
LRP008,8.0,Km Post,Km post missing,24.4488886,89.665
LRP009,9.0,Km Post,Km post missing,24.4480552,89.6744438
LRP010,10.0,Km Post,Km post missing,24.45275,89.6828604
LRP010a,10.597,Bridge,Bridge start,24.4544444,89.6874997
LRP010b,10.637,Bridge,Bridge end,24.4547222,89.6880552
LRP010c,10.845,"Side Road, Left",Left Z 5401,24.4541667,89.6899997
LRP011,11.0,Km Post,Km post missing,24.4536111,89.6924997
LRP012,12.0,Km Post,Km post missing,24.4508333,89.7011111
LRP012a,12.337,Monument,Muktir sopan,24.4518333,89.7023333
LRP012b,12.711,Bridge,Bridge start,24.4525,89.7055556
LRP012c,12.743,Bridge,Bridge end,24.4522222,89.7061111
LRP012d,12.8,"Side Road, Right",Right Z 5402,24.4524722,89.7065
LRP013,13.0,Km Post,Km post missing,24.4522222,89.7105556
LRP013a,13.378,"Side Road, Right",Right R450,24.4494719,89.7143333
LRP014,14.0,Km Post,Km post missing,24.4548056,89.7166389
LRPE,14.44,Others,End at Hosenpur bot tala more Sirajganj,24.4581389,89.7180827
,,,,,
,,,,,
LRPS,0.0,Others,Road start from N4,24.9075556,89.9501389
LRPSa,0.172,Culvert,Box culvert,24.9075278,89.9518056
LRPSb,0.524,Culvert,Box culvert,24.9075278,89.9553889
LRPSc,0.892,Culvert,Box culvert,24.9010556,89.9583611
LRP001,1.0,Km Post,Km post missing,24.9086389,89.9584167
LRP001a,1.01,Culvert,Box culvert,24.9093056,89.9593611
LRP001b,1.293,Culvert,Box culvert,24.9111944,89.96125
LRP001c,1.314,Rail Road Crossing,Rail road crossing,24.9113611,89.9614167
LRP001d,1.319,Culvert,Box culvert,24.9280549,89.9782216
LRP001e,1.604,Culvert,Box culvert,24.9132222,89.96325
LRP001f,1.944,Culvert,Box culvert,24.915,89.9656389
LRP002,2.0,Km Post,Km post missing,24.9150833,89.9656944
LRP002a,2.312,Culvert,Box culvert,24.9184438,89.9666111
LRP002b,2.665,Bridge,Start of the bridge,24.9216104,89.9672771
LRP002c,3.113,Bridge,End of the bridge,24.9254438,89.968416
LRP003,3.28,Km Post,Sherpur 14 km,24.9265549,89.968416
LRP003a,3.568,Culvert,Box culvert,24.9290827,89.9674716
LRP004,4.236,Km Post,Sherpur 13 km,24.9300271,89.9670271
LRP005,5.302,Km Post,Sherpur 12 km,24.9382219,89.9630556
LRP005a,6.14,Culvert,Box culvert,24.9485274,89.9619167
LRP006,6.352,Km Post,Sherpur 11 km,24.9511944,89.9625833
LRP007,7.38,Km Post,Sherpur 10 km,24.96,89.9644444
LRP007a,7.543,"Side Road, Left",Z 4606 to Bakshiganj,24.979166,89.9688327
LRP008,8.405,Km Post,Sherpur 9 km,24.9689993,89.9650556
LRP009,9.414,Km Post,Sherpur 8 km,24.9772771,89.9679716
LRP009a,9.632,"Side Road, Left",Z 4606 to Bakshiganj,24.979166,89.9688327
LRP010,10.438,Km Post,Sherpur 7 km,24.9809993,89.9726938
LRP010a,11.265,Culvert,Box Culvert,24.9818604,89.9839441
LRP011,11.436,Km Post,Sherpur 6 km,24.9821104,89.9855552
LRP011a,11.496,Culvert,Box culvert,24.982416,89.9861663
LRP012,12.432,Km Post,Sherpur 5 km,24.9844441,89.9950552
LRP012a,12.921,Culvert,Box culvert,24.9864441,89.9993052
LRP013,13.442,Km Post,Sherpur 4 km,24.989833,90.0026667
LRP014,14.435,Km Post,Sherpur 3 km,24.9971941,90.0078611
LRP014a,14.451,Bridge,Bridge start,24.9972774,90.0079167
LRP014b,14.539,Bridge,Bridge end,24.9979441,90.0083333
LRP014c,14.6,"Side Road, Right",Side road Z 4617,24.9985274,90.0086389
LRP014d,15.016,Culvert,Box Culvert,25.0020556,90.0093889
LRP014e,15.443,Culvert,Box Culvert,25.0083889,90.0082778
LRP015,15.474,Km Post,Sherpur 2 km,25.0085833,90.0080833
LRP016,16.555,Km Post,Sherpur 1 km,25.0145,90.0053889
LRP016a,16.557,Culvert,Box Culvert,25.0176382,90.0046944
LRP017,17.552,Km Post,Km post missing,25.0230549,90.0064167
LRP017a,18.23,Culvert,Box Culvert,25.0283049,90.0100278
LRP018,18.551,Km Post,Nalita bari 26 km,25.0298327,90.0123889
LRP018a,18.592,Culvert,Box Culvert,25.0300827,90.0126944
LRP018b,18.883,"Side Road, Right",Side road R371,25.0323049,90.0155556
LRP018c,18.895,"Side Road, Left",Side road Z 4604,25.0323327,90.0155278
LRP019,19.562,Km Post,Nalita bari 25 km,25.036833,90.0182771
LRP019a,19.637,Culvert,Box Culvert,25.0373886,90.0185549
LRP020,20.604,Km Post,Nalita bari 24 km,25.045083,90.0223049
LRP020a,21.337,Culvert,Box Culvert,25.0511389,90.0243882
LRP021,21.613,Km Post,Nalita bari 23 km,25.0536111,90.0247493
LRP021a,22.29,Culvert,Box Culvert,25.0590833,90.0267493
LRP022,22.664,Km Post,Nalita bari 22 km,25.062,90.0281104
LRP023,23.664,Km Post,Nalita bari 21 km,25.0702771,90.0319993
LRP023a,23.942,Culvert,Box Culvert,25.0782771,90.0366108
LRP024,24.732,Km Post,Nalita bari 20 km,25.0787771,90.0367219
LRP025,25.742,Km Post,Nalita bari 19 km,25.0867219,90.0407774
LRP025a,25.863,Culvert,Box Culvert,25.0881108,90.0411108
LRP026,26.761,Km Post,Nalita bari 18 km,25.0956108,90.0421108
LRP026a,27.21,Bridge,Bridge start,25.099583,90.0417497
LRP026b,27.267,Bridge,Bridge end,25.1000278,90.0415552
LRP026c,27.743,Culvert,Pipe Culvert,25.1045556,90.0410552
LRP027,27.792,Km Post,Nalita bari 17 km,25.1043889,90.041083
LRP027a,28.12,Culvert,Box Culvert,25.1071944,90.0418608
LRP027b,28.412,Culvert,Box Culvert,25.1094722,90.0428608
LRP028,28.81,Km Post,Nalita bari 16 km,25.1098611,90.0467219
LRP028a,29.107,"Side Road, Left",Side road Z 4605,25.11125,90.0496663
LRP028b,29.344,Culvert,Box culvert,25.1121389,90.0510278
LRP028c,29.653,Culvert,Box Culvert,25.1134167,90.0536667
LRP029,29.837,Km Post,Nalita bari 15 km,25.114,90.0553333
LRP029a,29.952,Culvert,Box Culvert,25.1143333,90.0563056
LRP029b,30.676,Culvert,Box Culvert,25.1166938,90.0630556
LRP030,30.855,Km Post,Nalita bari 14 km,25.1172771,90.0646111
LRP030a,31.415,Culvert,Box Culvert,25.1160278,90.069666
LRP031,31.871,Km Post,Nalita bari 13 km,25.1149722,90.0739438
LRP031a,32.43,Bridge,Bridge start,25.1159722,90.0792216
LRP031b,32.432,Bridge,Bridge end,25.116,90.0802216
